categoryid,parentid,categoryname,categoryorder,categoryvisible,alternateurl,lastmodified,category_displaymode,subcategory_displaymode1,subcategory_displaymode2,display_columns,display_rows,display_showlistprice,display_showsaleprice,display_showyousave,display_showdescriptionshort,display_showdescription,display_showstockstatus,display_showavailability,display_featuredproductsonly,subcategory_displaymode2_columns,rootid,metatag_title,metatag_description,default_sortby,link_title_tag,lastmodby,category_graphic_placement,subcategory_displaycolumns,filtercategory,auto_maintained_optioncatid,auto_maintained_optionid,private_section_customers_only,categorydescriptionshort,categorydescription,metatag_keywords,categorydescription_belowproducts,custom_where_clause,custom_metatags_override,alternateurl_opennewwindow,hidden,display_showpoints,vcompareoptout,breadcrumb,subcategory_displaymode1_responsive,subcategory_displaycolumns_responsive,category_displaymode_responsive,display_columns_responsive,subcategory_displaymode2_responsive,vendorcategory
324,0,Salon Lighting,0,4,,11/11/2017 13:02,,,1,,10,N,N,N,N,N,N,N,N,,324,Professional LED Hair Salon Lighting Fixtures for the Modern Beauty Salon & Spa,Exceptional LED color corrective salon lighting for today's professional hair salon & beauty environment including both functional and decorative types with warm & daylight temperature options available.,,LED Hair Salon Lighting,1,,,N,,,N,,"<div class=""category-seo"">	<h1 style=""text-align: center;"">Beauty Salon Lighting</h1>	<p style=""text-align: center;"">		By Michele Pelafas, ASID, IIDA	</p><p style=""text-align: center;"">		Hair salon lighting is everything.  There is a distinct balance between salon lighting fixtures and decorative beauty salon lighting.  We carry the ultimate in LED salon lighting and salon lighting fixtures, providing even the most brilliant and energy-efficient multi-directional hair salon lighting for your spa or salon. Check out our blog story below about everything you need to know today about beauty salon lighting and hair salon lighting fixtures.  Then browse our exclusive and distinct salon lighting fixture collections brought to you by Michele Pelafas, Inc.	</p>	<br /><br /></div>","salon lighting, hair salon lighting, beauty salon lighting, LED salon lighting, LED hair salon lighting, LED beauty salon lighting, hair salon LED lights, LED hair salon lights, beauty salon lighting, LED salon lighting fixtures, beauty salon lighting fixtures, hair salon lighting fixtures","<div class=""category-seo"">	<h1>What You Need to Know about Salon Lighting Today</h1>	<p>		Salon Lighting Should Flatter the Complexion and Compliment the Interior.Bulbs come in a variety of temperatures ranging from very warm to cool.  A warm temperature bulb (2,700 to 3,500 Kelvin temperature) is the most flattering on the complexion and compliments most salon interiors.  Cool temperatures (4,800 Kelvin temperature) can equate to daylight (a sunny afternoon) and is typically not the most flattering temperature (think about being out in broad daylight and how your skin looks in the sun).  Daylight/cool temperature bulbs will grey-out warm interiors as well as wash-out guests.	</p>	<p>		Salon Lighting Should Accurately Render Color.Have you ever heard stories about guests receiving hair color only to walk outside and the color appears differently?  The simple solution is to utilize bulbs in the space that accurately renders color.  How well a bulb accurately renders color is determined by the bulb's Color Rendering Index which represents the quality of light and its faithfulness to render colors.  Always request bulbs that have a Color Rendering Index (CRI) of 86 or higher.	</p></div><div class=""category-seo"">	<p>		Salon Lighting Should be Positioned to Eliminate Shadows.How a guest looks in the salon chair is paramount in the salon environment.  If a guest feels good about their appearance, it reinforces a positive experience for repeat business and increased revenues.  The easiest way to help eliminate shadows on the face is to position lighting at the mirror on either side to directly light the complexion.  This too should be a flattering temperature bulb (2,700 to 3,500 Kelvin).  Spotty lighting above, such as track fixtures, will also create shadows.  In this type of application, wall lighting on the face is even more important.		I	</p>	<p>		Invest in Energy-Efficient Bulbs for Long-Term Savings. LED salon lighting bulbs have revolutionized energy efficient lighting.  When possible, request LED salon lighting fixtures that support these types of lamps.  With a wide variety of color temperatures and high Color Rendering Index options, LED bulbs are ideal for the salon environment.  Although these lamps are typically higher in cost to purchase, the investment is worth it as these lamps have long life, use less energy, save on maintenance and replacement costs and provide long term savings.	</p>	<p>		Quality Lighting Counts.As in anything, quality matters.  LED and florescent bulbs, while a wonderful source of general lighting, can be flat.  There are thousands of sources for LED lighting and for as many quality options on the market there are just as many poor ones.  Look for LED hair salon lighting bulbs that replicate Halogen bulbs, have a high CRI (Color Rendering Index) and have high quality optics that bring just enough sparkle to the space to show the depth, dimension & shine to the fabulous hair that you produce.	</p>	<p>Remember, the best lighting for your salon combines a variety of lighting to suit its particular purpose.  While you do not have to be an expert here, the idea is to be able to effectively communicate the basics so that you can explore all of your lighting options to fit your budget and ensure a successful result.	</p>	<p>Written by:  Michele Pelafas, ASID, IIDA (copyright 2017 Michele Pelafas, Inc.)	</p>	<p>Michele Pelafas, Inc. is a professional salon design company and provides interior design services for salons including lighting and ceiling design and fixture planning.	</p></div>",,,N,N,N,N,,0,8,7,4,,
325,0,Serveware,,,,6/5/2015 18:51,,,,,,,,,,,,,,,325,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
326,0,Storage & Shelving,,,,6/5/2015 18:52,,,,,,,,,,,,,,,326,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
327,0,Textiles & Spa Linens,,,,6/5/2015 18:52,,,,,,,,,,,,,,,327,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
328,0,Serveware,1,4,,9/4/2015 06:41,,,1,,10,N,N,N,N,N,N,N,N,,328,,,,,1,,,N,,,N,,,,,,,N,N,N,N,,0,8,7,4,,
329,0,Storage & Shelving,2,4,,4/11/2016 11:42,,,,,10,N,N,N,N,N,N,N,N,,329,Decorative Storage Cabinets & Shelving for Salon & Spa,"Storage for salon interiors, including decorative displays & styling area cabinets. Shop Michele Pelafas Inc. for premium furniture!",,Decorative Shelving and Storage,1,,,N,,,N,,"<div class=""category-seo"">	<h1 style=""text-align: center;"">Storage & Shelving for Salon & Spa</h1>	<p style=""text-align: center;"">		Our collection of modern salon and spa furniture includes chests, cabinets and shelving in a variety of styles.	</p>	<br/><br/></div>","hair salon storage, decorative storage for hair salons, decorative storage, decorative storage cabinets for salons, beauty storage cabinets, stylish storage for salons, salon shelving, salon storage","<div class=""category-seo"">	<p>		Choose your beauty salon storage cabinets in sizes to meet your specific needs. We offer modern chests that are both attractive and functional. Featuring many great options like the Katie chest in ice with gliding drawers and a beautiful top beveled mirror or the white lacquer Ava cabinets, among the finest pieces of luxury spa furniture available. You'll love the leisure of shopping when you buy your salon storage cabinets online.	</p>	<p>		Shop Michele Pelafas Inc. today!	</p></div>",,,N,N,N,N,,,3,7,4,,
330,0,Textiles & Spa Linens,2,4,,2/9/2016 11:07,,,1,,10,N,N,N,N,N,N,N,N,,330,Professional & Luxurious Textiles & Linens for Salon & Spa,"A luxury salon or spa isn’t complete without high-quality robes, towels, capes, textiles & linens. Shop Michele Pelafas Inc. to create the perfect oasis.",,Textiles-Spa-Linens,1,,,N,,,N,,"<center>	<h1>Textiles & Spa Linens</h1>	</center>	<p>	<center>Michele Pelafas offers a huge selection of attractive, high-quality salon textiles that put the perfect finishing touch on any salon or spa.</center><br/><br/>",,"<p>From bleach-safe salon towels to luxury spa robes, our offerings will keep your clients happy while boosting the overall style and aesthetics of your spa or salon. Affordable and of the utmost quality, these products are also made in the USA, so you can feel good about purchasing them.</p><p>Stock up on luxury spa robes, professional salon capes and other must-have salon textiles with Michele Pelafas. Our lineup includes spa table linens, accent pillows, rugs and throws that feature the finest craftsmanship and superior quality. Made out of luxurious materials such as organic cotton, these items will boost the image of your salon in a big way, so place your order today!</p>",,,N,N,N,N,,0,8,7,4,,
331,321,Coffee Tables,,,,9/4/2015 08:39,,,,,10,N,N,N,N,N,N,N,N,,321,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Accent Tables,,3,7,4,,
332,321,Console Tables,,,,9/4/2015 08:32,,,,,10,N,N,N,N,N,N,N,N,,321,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Accent Tables,,3,7,4,,
333,321,Side & End Tables,,,,9/4/2015 08:36,,,,,10,N,N,N,N,N,N,N,N,,321,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Accent Tables,,3,7,4,,
334,321,Nesting Tables,,,,9/4/2015 08:33,,,,,10,N,N,N,N,N,N,N,N,,321,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Accent Tables,,3,7,4,,
335,321,Foyer Tables,,,,9/4/2015 08:33,,,,,10,N,N,N,N,N,N,N,N,,321,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Accent Tables,,3,7,4,,
336,321,Serving Tray Tables,,,,9/4/2015 08:35,,,,,10,N,N,N,N,N,N,N,N,,321,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Accent Tables,,3,7,4,,
337,322,Faucets & Fittings,1,1,,9/4/2015 09:06,,,,,10,N,N,N,N,N,N,N,N,,322,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decorative Sinks & Faucets,,3,7,4,,
338,322,Sinks,0,1,,9/4/2015 09:05,,,,,10,N,N,N,N,N,N,N,N,,322,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decorative Sinks & Faucets,,3,7,4,,
339,322,Bath Sink Vanities,2,,,9/4/2015 10:03,,,,,10,N,N,N,N,N,N,N,N,,322,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decorative Sinks & Faucets,,3,7,4,,
340,322,Bathroom Mirrors,2,,,9/4/2015 10:04,,,,,10,N,N,N,N,N,N,N,N,,322,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decorative Sinks & Faucets,,3,7,4,,
341,322,Vanity Stools,2,,,9/4/2015 09:32,,,,,10,N,N,N,N,N,N,N,N,,322,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decorative Sinks & Faucets,,3,7,4,,
342,323,Botanicals,,,,3/9/2016 17:43,,,,,10,N,N,N,N,N,N,N,N,,323,"Indoor Plant Decor for Spa, Salon & Retail Environments","Bring in life & vitality to your business with gorgeously preserved florals, succulents & other plant arrangements. Shop or call 866-990-7750 for details!",,Botanicals,1,,,N,,,N,,,,,,,N,N,N,N,Decor & Art,,3,7,8,,
343,323,Fire Elements,,,,9/26/2015 08:38,,,,,10,N,N,N,N,N,N,N,N,,323,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Decor & Art,,3,7,4,,
344,323,Magazine Rack,,,,9/4/2015 10:49,,,,,10,N,N,N,N,N,N,N,N,,323,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decor & Art,,3,7,4,,
345,323,Mirror Decor,,,,9/4/2015 10:44,,,,,10,N,N,N,N,N,N,N,N,,323,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decor & Art,,3,7,4,,
346,323,Sculpture,,,,3/9/2016 17:44,,,,,10,N,N,N,N,N,N,N,N,,323,"Decorative Statues, Figurines & Other Interior Design Accents","Our floor sculptures & table sculptures make beautiful art pieces as well as perfect accents for your spa, salon or retail environment’s interior decor!",,Decorative Statues,1,,,N,,,N,,,,,,,N,N,N,N,Decor & Art,,3,7,4,,
347,323,Vases & Urns,,,,9/4/2015 10:41,,,,,10,N,N,N,N,N,N,N,N,,323,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decor & Art,,3,7,4,,
348,323,Wall Decor,,,,9/4/2015 10:42,,,,,10,N,N,N,N,N,N,N,N,,323,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decor & Art,,3,7,4,,
349,323,Water Features,,,,9/4/2015 10:43,,,,,10,N,N,N,N,N,N,N,N,,323,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decor & Art,,3,,4,,
350,324,Chandeliers,1,,,9/6/2015 09:08,,,,,10,N,N,N,N,N,N,N,N,,324,Chandeliers,,Popularity,Chandeliers,1,,,N,,,N,,,,,,,N,N,N,N,Salon Lighting,,3,7,4,,
351,324,Counter Lamps,1,,,11/3/2015 15:11,,,,,10,N,N,N,N,N,N,N,N,,324,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Salon Lighting,,3,7,4,,
352,324,Floor Lamps,1,,,11/3/2015 15:12,,,,,10,N,N,N,N,N,N,N,N,,324,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Salon Lighting,,3,7,4,,
353,324,Lit Furniture,1,,,9/6/2015 09:11,,,,,10,N,N,N,N,N,N,N,N,,324,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Salon Lighting,,3,7,4,,
355,324,Pendants,1,,,11/3/2015 15:12,,,,,10,N,N,N,N,N,N,N,N,,324,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Salon Lighting,,3,7,4,,
356,324,Sconces,2,,,11/3/2015 15:13,,,,,10,N,N,N,N,N,N,N,N,,324,Light Wall Sconces,,Popularity,Light Wall Sconces,1,,,N,,,N,,,,,,,N,N,N,N,Salon Lighting,,3,7,4,,
357,324,Task Lamps,1,1,,6/6/2015 08:53,,,,,,,,,,,,,,,324,,,,,1,,,N,,,N,,,,,,,N,N,,N,Salon Lighting,,3,,3,,
358,328,Airpots & Brewers,,,,9/4/2015 06:46,,,,,10,N,N,N,N,N,N,N,N,,328,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Serveware,,3,7,4,,
359,328,Beverage Dispensers,,,,9/4/2015 06:46,,,,,10,N,N,N,N,N,N,N,N,,328,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Serveware,,3,7,4,,
360,328,Buffet & Table Top,,,,9/4/2015 06:47,,,,,10,N,N,N,N,N,N,N,N,,328,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Serveware,,3,7,4,,
361,328,Drinking Glasses,,,,9/4/2015 06:48,,,,,10,N,N,N,N,N,N,N,N,,328,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Serveware,,3,7,4,,
362,328,Platters & Trays,,,,9/4/2015 06:49,,,,,10,N,N,N,N,N,N,N,N,,328,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Serveware,,3,7,4,,
363,328,Serving Bowls,,,,9/4/2015 06:50,,,,,10,N,N,N,N,N,N,N,N,,328,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Serveware,,3,7,4,,
364,328,Snack Dispensers,,,,9/4/2015 06:51,,,,,10,N,N,N,N,N,N,N,N,,328,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Serveware,,3,7,4,,
365,328,Tea Service,,,,9/4/2015 06:52,,,,,10,N,N,N,N,N,N,N,N,,328,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Serveware,,3,7,4,,
367,330,Accent Pillows,,,,9/4/2015 09:47,,,,,10,N,N,N,N,N,N,N,N,,330,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Textiles & Spa Linens,,3,7,4,,
368,330,Blankets & Throws,,,,10/28/2015 14:48,,,,,10,N,N,N,N,N,N,N,N,,330,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Textiles & Spa Linens,,3,7,4,,
369,330,Rugs,,,,3/9/2016 13:56,,,,,10,N,N,N,N,N,N,N,N,,330,Decorative Area Rugs: Hand-Tufted & Hand-Knotted Designs,A large area rug is truly the best statement piece in a home or place of business. Shop our modern designs here & get one shipped to you in no time!,,Rugs,1,,,N,,,N,,,,,,,N,N,N,N,Textiles & Spa Linens,,3,7,4,,
370,330,Spa Table Linens,,,,10/28/2015 14:49,,,,,10,N,N,N,N,N,N,N,N,,330,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Textiles & Spa Linens,,3,7,4,,
371,330,Towels,,,,3/9/2016 13:57,,,,,10,N,N,N,N,N,N,N,N,,330,Luxurious Cloths & Towels for Spas or Hair & Beauty Salons,"Pamper your customers in plush cotton towels, gentle muslin cloths, spa bath mats & more! We offer various sizes for face, hands & body. Order today!",,Towels,1,,,N,,,N,,,,,,,N,N,N,N,Textiles & Spa Linens,,3,7,4,,
372,330,Capes & Kimonos,,,,9/4/2015 09:57,,,,,10,N,N,N,N,N,N,N,N,,330,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Textiles & Spa Linens,,3,7,4,,
373,0,Skincare & Facial,5,2,,2/9/2016 10:59,,,1,,10,N,N,N,N,N,N,N,N,,373,Professional Spa & Beauty Salon Skincare & Facial Equipment,"Shop facial instruments, chairs, tables & skincare machines including microdermabrasion machines & steamers, perfect for today’s functional salon.",Popularity,Skincare Facial Beauty Equipment,1,,,N,,,N,,"<div class=""category-seo"">	<h1 style=""text-align: center;"">Skincare, Medical & Facial Equipment</h1>	<p style=""text-align: center;"">		We bring you the latest in skincare equipment for performance, quality and style for spas, medical spas and beauty salons.		<br/>	</p>	<div>	</div></div><br/>",,"<p>Give your clients the very best with beauty salon equipment by Michele Pelafas. We offer a comprehensive array of professional facial equipment including spa treatment tables, microdermabrasion machines, facial steamers and therapist stools so you can quickly and easily enhance your salon's offerings. Many items can be personalized to suit your salon’s or spa's branding, too.</p><p>Are you looking to buy spa facial steamers online? Find beautiful spa treatment tables and other beauty salon equipment that are made in the USA at Michele Pelafas. Our lineup includes skincare machines and other equipment, and we also offer trolleys, carts and other accessories. Customize the pieces you buy to suit your brand for added impact and place your order today.</p></div>",,,N,N,N,N,,0,7,7,4,,
375,268,Spa Massage & Body Tables,3,,,3/15/2018 18:38,,,,,10,N,N,N,N,N,N,N,N,,268,Spa Massage & Facial Treatment Tables and Chairs - Portable/Stationary,"Michele Pelafas Inc. brings you a variety of spa table and chair options – lightweight portable, hydraulic & more; all high-quality luxury choices for today’s salon and spa.",Popularity,Spa-and-Massage-Tables & Chairs,1,,,N,,,N,<p></p>,"<div class=""category-seo""><h1>Spa Multipurpose Tables & Chairs for Massage & Body Treatments</h1><p>For the finest selection of luxury spa treatment tables and chairs, look no further than Michele Pelafas Inc. If you're in the market for massage tables, facial tables and chairs, chairs for Medical Spa treatments, electrolysis and body treatment tables and chairs, we're sure to have what you need.  We carry a variety of spa tables and chairs that feature some of today's best technologies and accessories, including electric lifts, adjustable back cushions, removable face cradles and more. </p></div>","spa table, spa chair, body treatment table, facial table, facial chair, waxing table, waxing chair, massage table, massage chair, spa massage table, spa massage chair, chair for laser, chair for injections, chair for electrolysis, electrolysis table, electrolysis chair, medical spa chair, medical spa table, treatment table, spa treatment table, spa treatment chair","Finding stylish, high-quality hydraulic massage tables and other spa tables is a breeze with Michele Pelafas Inc. Every item in our selection is designed with style and functionality in mind. You will appreciate the small, thoughtful touches that abound on our most popular items, including under-table shelving that lets you stay as organized as can be. We are pleased to offer tables from some of today's most popular manufacturers and are sure you'll find the ideal solution fast.",,,N,N,N,N,Spa Furniture & Massage,0,5,7,4,3,
